PostId,PostTypeId,CreationDate,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount,ParentId,AcceptedAnswerId,Title,TagName
"65584845","1","2021-01-05 18:51:13","0","1124","1","0","","","65586021","Execute a Jenkins pipeline on remote host without a slave","jenkins"
"65585022","1","2021-01-05 19:03:15","0","1707","1","0","","","65590221","How to install PowerShell module pushed to Azure Artifacts in Pipelines?","azure-devops"
"65586013","1","2021-01-05 20:21:08","0","463","2","2","","","65611890","Azure CLI throwing OutOfRangeInput error while uploading build artifact to the blob storage in the release pipeline","azure-devops"
"65586720","1","2021-01-05 21:18:59","2","2663","1","1","","","","Why can't I search contents on my Azure DevOps wiki?","azure-devops"
"65587099","1","2021-01-05 21:51:39","0","269","1","0","","","","How to include code from another repository in gitlab registry?","gitlab-ci"
"65587112","1","2021-01-05 21:52:28","1","648","0","0","","","","How to Auto Increment React Native Apps Version in Gitlab or App Center","gitlab-ci"
"65588388","1","2021-01-06 00:10:32","1","2477","1","0","","","65589258","How can I create a Work Item linked to existing item using DevOps rest api?","azure-devops"
"65588389","1","2021-01-06 00:10:40","0","780","2","4","","","65841811","Unable to find module after trying to install custom wheel using POST_BUILD_COMMAND in Zip Deploy task for a Python Function App on Azure","azure-devops"
"65588676","1","2021-01-06 00:48:40","0","493","1","2","","","","How do I save new variables in Gitlab CI/CD from gitlab-ci.yml","gitlab-ci"
"65589050","1","2021-01-06 01:41:31","2","1161","1","0","","","66537008","Github Action with DynamoDB Docker Container","github-actions"
"65590085","1","2021-01-06 04:11:24","2","3526","1","2","","","65609580","How do I setup Azure Pipelines to release to Azure App Service with multiple docker containers?","azure-devops"
"65590773","1","2021-01-06 05:43:23","2","1005","1","3","","","65592524","How can you deploy an Azure Function from within a Python script","azure-devops"
"65590884","1","2021-01-06 05:55:39","0","1086","2","2","","","65591508","Docker: Is there a limit to the number of build-arg's you can have?","azure-devops"
"65591264","1","2021-01-06 06:39:56","0","214","1","0","","","65610059","Azure DevOps Edit Default Topic Branch Name","azure-devops"
"65591521","1","2021-01-06 07:05:32","1","1463","1","0","","","65595186","How to use Variable groups for a Task Group in Azure DevOps","azure-devops"
"65591901","1","2021-01-06 07:39:57","1","6253","1","0","","","65592710","How to download/clone source code from Azure App Service to local machine using azure-cli/powershell","azure-devops"
"65592038","1","2021-01-06 07:52:34","0","61","1","3","","","","Define no-sources files for Gitlab CI","gitlab-ci"
"65592600","1","2021-01-06 08:39:49","1","1216","2","0","","","65593750","Error regarding query work item gate in azure pipeline","azure-devops"
"65592740","1","2021-01-06 08:51:32","0","816","2","0","","","65595103","How to substitute IoT Edge env variables in “deployment.template.json” in Azure DevOps","azure-devops"
"65593126","1","2021-01-06 09:20:12","0","1577","1","3","","","","selenium - ""Timed out receiving message from renderer: 10.000"" while making a screenshot","jenkins"
"65593288","1","2021-01-06 09:33:17","0","573","1","2","","","","Create xml with artifact files","azure-devops"
"65593561","1","2021-01-06 09:53:37","2","383","1","0","","","","In a Jenkinsfile, how can I run a another Jenkinsfile in the same Job?","jenkins"
"65593790","1","2021-01-06 10:08:33","0","1004","1","2","","","65898451","Jenkins master takes a long time to collect results from slave nodes","jenkins"
"65594007","1","2021-01-06 10:24:18","1","5514","2","0","","","","How to Trigger multiple pipelines in a project on azure devops without the other pipeline being queued for completing run on 1st pipeline","azure-devops"
"65594163","1","2021-01-06 10:35:35","0","3686","1","1","","","","Azure Pipeline - how to save node-modules cache of multiple different projects","azure-devops"
"65594499","1","2021-01-06 10:57:35","0","1467","1","0","","","","Active choice reactive parameter from single json file","jenkins"
"65594546","1","2021-01-06 10:59:52","1","880","0","0","","","","New jenkins server after inital setup - blank screen","jenkins"
"65594596","1","2021-01-06 11:02:58","2","4259","2","0","","","","GPG error The following signatures couldn't be verified because the public key is not available","jenkins"
"65594792","1","2021-01-06 11:17:29","0","1403","2","0","","","65606325","Using Azure PowerShell or AZ commands I want to check if a Azure DevOps Release Pipeline is executed or not? Is there any script available for it?","azure-devops"
"65595469","1","2021-01-06 12:07:11","1","390","0","2","","","","How to optimize docker build for react-application with lot of node modules","jenkins"
"65595541","1","2021-01-06 12:12:15","0","281","1","0","","","","how to run a jenkins job parralley with different parameter value?","jenkins"
"65595553","1","2021-01-06 12:13:14","0","2334","3","1","","","65627606","Trigger Azure Devops pipeline via ADF","azure-devops"
"65596030","1","2021-01-06 12:46:20","-1","376","1","0","","","65625036","The path specified in the 'TestAdapterPath' is invalid. Travis .net","travis-ci"
"65596441","1","2021-01-06 13:14:49","2","286","1","0","","","65681063","Stop server on digitalocean ubuntu .net with gitlab-ci","gitlab-ci"
"65597461","1","2021-01-06 14:19:19","0","401","1","1","","","","Jenkins Choice Parameter delete after job done","jenkins"
"65598380","1","2021-01-06 15:14:20","0","51","0","2","","","","Not able to publish multi project builds using Jenkins","jenkins"
"65598404","1","2021-01-06 15:16:15","1","1475","2","0","","","65610142","need replace alias value of predefined variables in azure devops pipelines","azure-devops"
"65598406","1","2021-01-06 15:16:20","2","946","1","0","","","65599527","Programmatically add domain user to Azure SQL with Azure DevOps pipeline","azure-devops"
"65598594","1","2021-01-06 15:29:24","4","2386","2","0","","","65601622","GitLab PHP docker image - the requested PHP extension gd is missing from your system","gitlab-ci"
"65598704","1","2021-01-06 15:36:08","2","2605","1","1","","","","AzureDevops to Jira integration","azure-devops"
"65598750","1","2021-01-06 15:38:30","3","14472","3","0","","","65665292","Integration between Bitbucket and Azure DevOps","azure-devops"
"65598854","1","2021-01-06 15:44:00","0","264","0","3","","","","Unparseable date Jenkins Pipeline","jenkins"
"65598916","1","2021-01-06 15:47:47","2","5295","1","2","","","65607198","need to add authentication header to azure devops api request","azure-devops"
"65598939","1","2021-01-06 15:49:17","7","5954","2","2","","","","Run buildah within gitlab-ci","gitlab-ci"
"65599127","1","2021-01-06 16:01:45","0","156","1","0","","","65605969","is there a way to prevent a scheduled pipeline to execute again when a first execution hasnt ended?","azure-devops"
"65599173","1","2021-01-06 16:04:53","0","246","1","0","","","65605986","Consume build artifact in the build pipeline itself (CI)","azure-devops"
"65600452","1","2021-01-06 17:25:04","0","387","1","0","","","","Error on nvm initialisation on jenkins shell that runs in a MAC slave","jenkins"
"65600555","1","2021-01-06 17:30:19","3","1525","1","0","","","65605715","Reference the runner context in job's env clause","github-actions"
"65600613","1","2021-01-06 17:34:01","0","830","1","1","","","","File not found error in jenkinsfile script","jenkins"
"65601425","1","2021-01-06 18:31:57","3","359","1","0","","","","cmake on Jenkins windows slave fails unless an interactive logon has been opened for the build user","jenkins"
"65601503","1","2021-01-06 18:37:26","4","18395","2","0","","","65606021","How to deactivate/Skip stage in release pipeline(non YAML) but its passthrough(continues for next stages)","azure-devops"
"65601569","1","2021-01-06 18:43:04","0","362","0","2","","","","GitHub Actions access python package artifacts between multiple tox-runs","github-actions"
"65602504","1","2021-01-06 19:49:23","2","656","0","2","","","","How to connect to a minikube cluster using terraform on jenkins pipeline?","jenkins"
"65602784","1","2021-01-06 20:11:47","1","1060","1","0","","","65633382","I cannot get my CI/CD deploy job to complete successfully","gitlab-ci"
"65602884","1","2021-01-06 20:21:56","0","1035","1","2","","","","Jenkins Docker container can't upload artifact to Nexus Docker container","jenkins"
"65602920","1","2021-01-06 20:25:20","1","696","1","2","","","65653459","CircleCI maven build fails, missing pom.xml","circleci"
"65604084","1","2021-01-06 22:17:10","1","306","0","2","","","","Download Pipeline Artifacts task goes above 100% for a 2+ Gb artifact","azure-devops"
"65604509","1","2021-01-06 23:05:54","0","1695","1","7","","","","How to run build stage in gitlab pipeline on branch creation?","gitlab-ci"
"65605202","1","2021-01-07 00:43:53","0","736","1","0","","","","Unable to link a work item to the test results based on the document","azure-devops"
"65605228","1","2021-01-07 00:47:00","2","7369","0","6","","","","How to save the output of a bash command to output parameter in github actions","github-actions"
"65605810","1","2021-01-07 02:20:33","1","1607","1","0","","","65608582","Find PAT scope using azure DevOps rest api","azure-devops"
"65605861","1","2021-01-07 02:26:47","1","1776","1","2","","","","azure devops - use rest api to pass multi dimensional parameters","azure-devops"
"65605979","1","2021-01-07 02:44:19","0","968","1","0","","","","Some problem about Jenkinsfile load groovy script","jenkins"
"65606498","1","2021-01-07 04:09:50","3","1164","1","2","","","65673791","How to access github tag message in github actions","github-actions"
"65606527","1","2021-01-07 04:15:01","0","813","2","0","","","65607824","Azure pipeline ""each"" expression only in certain task","azure-devops"
"65606769","1","2021-01-07 04:47:58","0","159","0","2","","","","Jenkins agent section selection based on parameter value","jenkins"
"65607149","1","2021-01-07 05:36:05","1","252","1","0","","","","Get list of files changed before a particular date of last release or any commit ID","gitlab-ci"
"65608734","1","2021-01-07 08:11:58","1","1923","0","2","","","","How to run nodeJS tests with Jenkins","jenkins"
"65608889","1","2021-01-07 08:24:28","0","2158","2","4","","","","Jenkins: Uploading File to Server via HTTP POST using Jenkins Request Plugin","jenkins"
"65608961","1","2021-01-07 08:30:16","3","483","1","0","","","","Plotting Graph in Jenkins for individual test case execution time for all the builds","jenkins"
"65609835","1","2021-01-07 09:37:17","35","52221","2","1","","","65610357","run a bash script located in public folder github actions","github-actions"
"65610829","1","2021-01-07 10:41:35","6","7131","2","3","","","65611433","Could not find a 'develop' or 'master' branch, neither locally nor remotely. - Semantic gitversion","azure-devops"
"65611407","1","2021-01-07 11:20:50","0","2299","1","4","","","65611748","Dev Ops Pipeline Job fails on task 'publish' with error ""The process '/usr/bin/dotnet' failed with exit code 1""","azure-devops"
"65611505","1","2021-01-07 11:27:14","0","83","1","0","","","65666233","report an update in parent version to sonar or jenkins","jenkins"
"65611597","1","2021-01-07 11:32:41","1","901","1","0","","","65614510","How to add more/custom data to be stored in jenkins rest api","jenkins"
"65611898","1","2021-01-07 11:53:08","0","1597","1","1","","","","how to show logs running on remote server in jenkins job in real time","jenkins"
"65612079","1","2021-01-07 12:04:21","0","460","1","0","","","65612487","ChromeDriverService and Azure DevOps Agents","azure-devops"
"65612597","1","2021-01-07 12:42:11","0","670","1","0","","","","Azure DevOps pipeline execution with user interface","azure-devops"
"65612627","1","2021-01-07 12:44:17","1","235","0","0","","","","NotSerializableException is thrown at the end of Jenkins stage","jenkins"
"65612951","1","2021-01-07 13:07:02","3","3061","2","0","","","65625225","Debugging a Azure DevOps Task Extension (TypeScript)","azure-devops"
"65614176","1","2021-01-07 14:24:44","1","614","0","6","","","","re-execute single job in jekins from parallel build","jenkins"
"65614361","1","2021-01-07 14:34:57","0","89","0","6","","","","ZonedDateTime Error between 2020 and 2021","jenkins"
"65615151","1","2021-01-07 15:22:39","1","677","2","2","","","65664682","Jenkinsfile groovy, setting global variable that is only evaluated once, and creating another variable from first var","jenkins"
"65615325","1","2021-01-07 15:34:46","2","631","1","0","","","","Can i create a Github feature branch from Azure Boards?","azure-devops"
"65615525","1","2021-01-07 15:46:17","3","7297","2","2","","","","Force stop Azure App Service Deployment Slot Swap","azure-devops"
"65615631","1","2021-01-07 15:51:49","1","1661","2","2","","","65616424","In Azure DevOps, How to schedule a Release Pipeline for quarterly execution?","azure-devops"
"65615698","1","2021-01-07 15:55:38","1","265","1","0","","","","Jenkins step with user interaction and fall through","jenkins"
"65615776","1","2021-01-07 16:00:43","1","1590","3","0","","","67539894","How to access GitHub Organization shared workflows on private repos?","github-actions"
"65616296","1","2021-01-07 16:30:31","0","447","1","0","","","65617043","Does Nuget Restore Install Latest Version?","jenkins"
"65617676","1","2021-01-07 18:03:01","-1","265","1","1","","","","Github actions Azure deployment python app","github-actions"
"65617779","1","2021-01-07 18:11:09","0","113","1","2","","","65625868","Does the deployment rollback to the last deployed build if the post-deployment gate check fails?","azure-devops"
"65618699","1","2021-01-07 19:24:43","0","3381","1","1","","","","SSH Connection Inside GitLab Runner CI Pipeline Not Able to Verify Host Key","gitlab-ci"
"65618796","1","2021-01-07 19:32:36","-1","808","1","2","","","65619180","Bulk update Azure Devops Pipelines","azure-devops"
"65618962","1","2021-01-07 19:44:55","3","8970","3","1","","","","Error in release pipeline : Container path not found","azure-devops"
"65619326","1","2021-01-07 20:16:32","1","864","1","0","","","","Package reference not restored with Condition","azure-devops"
"65619464","1","2021-01-07 20:28:30","1","751","1","3","","","66536058","Trigger a GitHub Action on a foreign repo update (push)","github-actions"
"65619479","1","2021-01-07 20:29:09","0","179","1","0","","","65620246","How Can I Create a Space-Delimited String from JSON?","azure-devops"
"65619480","1","2021-01-07 20:29:12","0","218","1","0","","","","Jenkins build failing on what looks to be the Nuget Restore step","jenkins"
"65619600","1","2021-01-07 20:38:17","0","786","2","0","","","65623491","Can you retrieve Azure DevOps Wikis with a DevOps artifact query?","azure-devops"
"65619887","1","2021-01-07 21:01:46","0","1782","1","2","","","65696964","Want to read xml file from published artifacts in azure devops build pipeline","azure-devops"
"65620762","1","2021-01-07 22:20:23","0","1320","1","0","","","65624539","How to choose between two agents for high-availability in Jenkins pipeline","jenkins"
"65621739","1","2021-01-08 00:12:13","0","2348","1","2","","","65623293","Version 5.0 is not allowed. Allowed version types are: majorVersion.x, majorVersion.minorVersion.x, majorVersion.minorVersion.patchVersion","azure-devops"
"65622169","1","2021-01-08 01:18:09","0","1436","2","2","","","65626463","How to convert classic pipeline to yml pipeline using azure DevOps api","azure-devops"
"65622829","1","2021-01-08 02:57:39","-1","256","2","2","","","65623676","Is this Pipe command?","azure-devops"
"65622972","1","2021-01-08 03:15:21","1","178","0","1","","","","Dynamically hide/display Jenkins parameters based on the previously selected parameters","jenkins"
"65624474","1","2021-01-08 06:40:19","1","397","0","3","","","","Jenkins slave override environment variable set by master when execute multibranch pipeline job","jenkins"
"65624916","1","2021-01-08 07:24:44","1","1668","1","1","","","65663051","Docker & gitlab-ci: Build application in Dockerfile but also create artifact","gitlab-ci"
"65625020","1","2021-01-08 07:33:15","-1","291","1","4","","","","Jenkinsfile to start & stop docker containers","jenkins"
"65625048","1","2021-01-08 07:36:35","0","193","0","4","","","","Override Maven's download of a 3rd party software with a local copy?","jenkins"
