PostId,PostTypeId,CreationDate,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount,ParentId,AcceptedAnswerId,Title,TagName
"54008781","1","2019-01-02 15:15:31","1","66","0","2","","","","Maven multi-module build job","jenkins"
"54009016","1","2019-01-02 15:31:11","4","1818","2","3","","","","Gulp-compiled CSS folder missing from the Azure DevOps pipeline Build Artifact","azure-devops"
"54009091","1","2019-01-02 15:36:51","5","11899","2","0","","","54015859","Using a Group By and Count statement in WIQL (Azure Dev Ops)","azure-devops"
"54009357","1","2019-01-02 15:57:12","2","3493","1","5","","","","How to use from a powershell a *.pfx certificate used on build pipeline with the download secure file task","azure-devops"
"54010125","1","2019-01-02 16:48:23","0","829","0","2","","","","No analysable projects were found - Azure DevOps/Self hosted agent","azure-devops"
"54011488","1","2019-01-02 18:37:21","1","2646","0","4","","","","Jenkins fails to connect to node, no known hosts file was found","jenkins"
"54011648","1","2019-01-02 18:51:24","0","330","2","3","","","54445541","jHipster App crashes propably because CloudFoundry activates cloud profile","gitlab-ci"
"54011776","1","2019-01-02 19:01:25","1","1799","1","0","","","54011963","Jenkins is complaining about syntax on a line I didn't change","jenkins"
"54012195","1","2019-01-02 19:38:30","0","430","1","0","","","54043677","Jenkins Declarative Pipeline - SCM","jenkins"
"54012510","1","2019-01-02 20:06:53","23","12844","1","0","","","54012557","pipenv shell in Jenkins return the issue termios.error: (25, 'Inappropriate ioctl for device')","jenkins"
"54012644","1","2019-01-02 20:19:41","0","34","0","3","","","","Commit CI build outcome into repository","azure-devops"
"54012703","1","2019-01-02 20:25:50","0","1129","1","0","","","","How to set Jenkins DSL pipeline commands to variable in groovy?","jenkins"
"54012807","1","2019-01-02 20:34:30","1","281","0","6","","","","Unable to migrate Maven-3.6 due to DEFAULT_GLOBAL_SETTING_FILE error","jenkins"
"54013247","1","2019-01-02 21:11:35","2","147","1","0","","","54044674","Azure DevOps: Moving packages between organizations using the REST API","azure-devops"
"54014145","1","2019-01-02 22:44:49","26","91768","4","0","","","54020585","Best way to send email notification in an Azure DevOps build pipeline? Do not want to use ""Notifications Module""","azure-devops"
"54015085","1","2019-01-03 00:58:20","0","2216","2","0","","","54018492","How to test a Jenkins pipeline (or other jenkins script) that makes use of the branch name?","jenkins"
"54015316","1","2019-01-03 01:37:09","1","580","1","0","","","54018715","Get changes associated with a build in Azure Devops using REST API","azure-devops"
"54015563","1","2019-01-03 02:23:40","2","703","1","2","","","54041048","Where attachments of Steps are stored in VSTS REST API?","azure-devops"
"54015913","1","2019-01-03 03:21:54","0","1687","0","2","","","","Require Jenkins Pipeline script for Maven build and Maven Test from Pom.xml?","jenkins"
"54016669","1","2019-01-03 05:11:23","2","207","0","2","","","","Selenium java - TestNG configuring in Jmeter with out headless browser","jenkins"
"54017182","1","2019-01-03 06:14:22","0","301","1","0","","","54042504","How to run a build in Travis when the build is in an infinite loop","travis-ci"
"54018319","1","2019-01-03 07:53:18","0","361","1","2","","","54018434","Several ""masters"" in one git repo using Azure DevOps","azure-devops"
"54019073","1","2019-01-03 09:00:33","1","666","1","2","","","","sonar codequality batches in Bitbucket repo readme","jenkins"
"54019121","1","2019-01-03 09:03:56","61","84960","1","3","","","54020444","What is the difference between deleteDir, cleanWs, and 'WsCleanup' in Jenkins pipeline?","jenkins"
"54019730","1","2019-01-03 09:45:34","0","459","0","3","","","","Post directive at pipeline level of jenkins declarative pipeline does not get executed on failure","jenkins"
"54020041","1","2019-01-03 10:04:48","2","771","1","0","","","","All mocha tests pass locally but fail on Travis CI","travis-ci"
"54020246","1","2019-01-03 10:16:27","0","154","1","0","","","","Gitlab CI Web Deployment","gitlab-ci"
"54020776","1","2019-01-03 10:46:34","15","20815","2","1","","","54022192","How do I make Jenkins pipeline run in (any) agent machine, but never master?","jenkins"
"54020995","1","2019-01-03 11:00:00","-2","4039","1","0","","","","svn: E170013: Unable to connect to a repository (How can i enable the repository)","jenkins"
"54022218","1","2019-01-03 12:21:40","5","9398","2","1","","","","How to center an image in Azure DevOps","azure-devops"
"54024505","1","2019-01-03 14:42:42","1","1927","2","0","","","","Blue Ocean - 'Repository URL - Please enter a valid URL' error","jenkins"
"54024726","1","2019-01-03 14:55:21","1","1424","2","2","","","","Jenkins scripted pipeline to trigger job only when commits happen in Github","jenkins"
"54024770","1","2019-01-03 14:58:21","0","196","0","3","","","","Azure Devops hosted Ubuntu agent cancels build with edited hosts file","azure-devops"
"54025018","1","2019-01-03 15:12:56","1","984","1","0","","","54025098","Jenkins: Unity batch mode build successful - Build folder empty","jenkins"
"54025053","1","2019-01-03 15:15:07","0","252","0","2","","","","Error fetching remote repo 'origin': Can't connect Jenkins to Git repository","jenkins"
"54025707","1","2019-01-03 15:55:38","1","367","0","6","","","","Azure Devops - Is it possible to prevent copying or cloning a work item","azure-devops"
"54026662","1","2019-01-03 17:01:37","0","2857","2","0","","","54026753","Python list as environment variable in Jenkins","jenkins"
"54026672","1","2019-01-03 17:02:17","0","1725","1","0","","","54062061","Unable to start pm2 via jenkins pipeline","jenkins"
"54026940","1","2019-01-03 17:20:50","0","37","1","2","","","54039624","Openshift - Error adding jenkins app to a project","jenkins"
"54027877","1","2019-01-03 18:30:26","0","1331","1","0","","","","What is the default python version used by jenkins","jenkins"
"54028110","1","2019-01-03 18:48:01","4","5403","4","0","","","54028227","Is there a way to stream the output of a long Groovy execute() command to the console rather than wait for it to finish?","jenkins"
"54028623","1","2019-01-03 19:28:09","1","1064","0","3","","","","Disable Jenkins build button","jenkins"
"54028758","1","2019-01-03 19:40:02","1","2781","2","0","","","54030798","How create build .net with MSBuild in Jenkins on Server Linux","jenkins"
"54030106","1","2019-01-03 21:34:10","0","5484","2","5","","","54077386","How to get SonarQube (running in docker container) to connect to localhost:9000 from Jenkins Pipeline?","jenkins"
"54030433","1","2019-01-03 22:04:40","1","291","1","0","","","57460380","Jenkins plugin development - customizing default behaviour of Pipeline Snippet Generator","jenkins"
"54031421","1","2019-01-03 23:55:22","4","1613","1","0","","","54033735","Azure ARM Template SQL Server Auto Tuning Deployment Error","azure-devops"
"54033051","1","2019-01-04 04:16:57","1","2462","2","0","","","54035222","How git merge works for multibranch pipeline?","jenkins"
"54034022","1","2019-01-04 06:28:44","1","216","1","0","","","54034112","Grep behaves differently on Travis compared to locally","travis-ci"
"54034313","1","2019-01-04 06:54:43","0","236","1","0","","","","Docker compose vs docker start","jenkins"
"54034989","1","2019-01-04 07:52:03","0","115","1","0","","","","How to give a Build Name to your Pipeline job?","jenkins"
"54035096","1","2019-01-04 08:01:59","1","1099","2","0","","","","Automate Jenkins Keycloak plugin with groovy script","jenkins"
"54035325","1","2019-01-04 08:22:10","-1","70","1","0","","","","In jenkins, not able to build a android build","jenkins"
"54035409","1","2019-01-04 08:29:04","2","2498","1","5","","","54107570","How to read CICD predefined variables","gitlab-ci"
"54035432","1","2019-01-04 08:30:49","1","639","0","3","","","","Jenkins Test Email works fine but Error Sending Email After Build Run","jenkins"
"54035467","1","2019-01-04 08:34:00","1","1736","0","2","","","","taking user input from user jenkins","jenkins"
"54037057","1","2019-01-04 10:25:01","3","520","0","1","","","","Embedded build status in Jenkins(localhost link)","jenkins"
"54037164","1","2019-01-04 10:30:41","15","13803","4","0","","","54038126","Increment Build & Version Number of Android App using Azure DevOps & App Centre","azure-devops"
"54037637","1","2019-01-04 10:58:33","0","2591","1","0","","","54063288","Gitlab runner run my ci deploy in master branch with shared runner","gitlab-ci"
"54037708","1","2019-01-04 11:02:33","-1","275","1","1","","","54037709","On Bitnami's Jenkins Run Docker Commands in Jenkins shell ubuntu","jenkins"
"54038952","1","2019-01-04 12:25:40","2","439","1","0","","","54040774","Azure DevOps Branch Policy: How to resolve a required review from id to user?","azure-devops"
"54039226","1","2019-01-04 12:43:49","7","2046","1","2","","","54072987","Jenkins hangs between build and post-build","jenkins"
"54039265","1","2019-01-04 12:46:44","0","234","0","2","","","","Change environment variable when using Jenkins","jenkins"
"54039403","1","2019-01-04 12:55:55","1","7207","1","3","","","54071648","Are predefined variables in Gitlab CI/CD avaliable in .gitlab-ci.yml?","gitlab-ci"
"54040126","1","2019-01-04 13:42:33","0","1509","3","0","","","","How to trigger jenkins job that execute automation test scripts when code is pushed in development server?","jenkins"
"54040954","1","2019-01-04 14:34:07","3","3378","0","2","","","","Is it possible to use both SAML and Jenkins internal db to manage users?","jenkins"
"54041570","1","2019-01-04 15:12:04","1","1594","1","8","","","54091353","Teamcity fails to fetch files from Azure Devops","azure-devops"
"54041572","1","2019-01-04 15:12:14","2","119","1","3","","","","Problem with build agent demands not validated for android build","azure-devops"
"54042290","1","2019-01-04 15:57:59","1","457","1","8","","","54134238","Failing ARM Template Deployment for Azure Load Balancer - Jenkins Giving No Error","jenkins"
"54042403","1","2019-01-04 16:05:37","2","5187","1","2","","","54044988","how to use build.binariesdirectory variable","azure-devops"
"54042463","1","2019-01-04 16:08:48","0","1364","1","0","","","","Jenkins AD Fallback user","jenkins"
"54043073","1","2019-01-04 16:52:21","1","836","0","0","","","","JNLP Slave connection failure","jenkins"
"54044023","1","2019-01-04 18:07:57","0","49","1","3","","","","How to properly configure Jenkins to display Jmeter tests?","jenkins"
"54044087","1","2019-01-04 18:13:59","0","32","1","4","","","","Drupal Question regarding automating the installation script","jenkins"
"54044427","1","2019-01-04 18:43:21","0","42","0","2","","","","How to write in Bash script 3-4 commits to launch different type of automated UI tests in CircleCI?","circleci"
"54044525","1","2019-01-04 18:52:58","11","8074","2","7","","","54113587","Jenkins (in a Docker container) - npm install fails because of ... npm WARN tar ENOENT: no such file or directory, futime","jenkins"
"54045138","1","2019-01-04 19:46:45","1","3998","3","0","","","","use different JDKs for different Jenkins builds, without slaves","jenkins"
"54045449","1","2019-01-04 20:15:23","0","182","1","0","","","","Is there a way to stop company users from creating their own Azure DevOps Organizations separate from the main Organization?","azure-devops"
"54045533","1","2019-01-04 20:23:02","2","1637","1","8","","","54049520","How do I run robot framework tests based on git commits?","jenkins"
"54045812","1","2019-01-04 20:46:41","3","249","0","3","","","","Authenticate to Azure Web App Service from Azure Dev Ops","azure-devops"
"54046159","1","2019-01-04 21:16:02","0","17","0","3","","","","Only 1 collection shown to non-admin users. Other collections they have access to are hidden","azure-devops"
"54046172","1","2019-01-04 21:17:06","9","15502","2","0","","","","How to ""Scan Repository Now"" from a Jenkinsfile","jenkins"
"54046387","1","2019-01-04 21:33:56","0","1130","1","6","","","54303620","Build a gatsbyjs site from an azure dev ops pipeline","azure-devops"
"54047595","1","2019-01-04 23:43:20","2","3471","1","4","","","54071061","Azure DevOps Artifacts 401 error when publishing npm extension","azure-devops"
"54047865","1","2019-01-05 00:28:04","0","126","1","1","","","","Reboot Node using VSTS task or ARM template?","azure-devops"
"54048096","1","2019-01-05 01:11:26","1","1343","1","0","","","54048617","Jenkins sphinx-build not found","jenkins"
"54049287","1","2019-01-05 05:38:30","0","162","1","1","","","","TFS and VSTS - on premise and cloud source code","azure-devops"
"54049772","1","2019-01-05 07:02:59","0","185","2","0","","","","Jenkins build scripts when getting project from git","jenkins"
"54050060","1","2019-01-05 07:53:05","2","1933","2","0","","","54057296","self hosted gitlab CI/CD push registry to ECS service","gitlab-ci"
"54053033","1","2019-01-05 14:35:33","14","21075","1","4","","","","Azure DevOps - GIT SSH Authentication - remote: Public key authentication failed","azure-devops"
"54054044","1","2019-01-05 16:45:07","0","54","1","0","","","54165137","How to encrypt large data with travis for Node environment","travis-ci"
"54054065","1","2019-01-05 16:48:53","2","1672","1","0","","","","Symfony insight env var not found for global twig variable","gitlab-ci"
"54054598","1","2019-01-05 17:49:35","1","46","1","0","","","54054664","Is the Azure SQL VM is required after importing a large TFS collection to Azure DevOps?","azure-devops"
"54055732","1","2019-01-05 19:57:35","0","525","0","3","","","","Easy way to push code from GitLab to AWS EC2","gitlab-ci"
"54056569","1","2019-01-05 21:46:14","1","1209","1","1","","","54057393","How to tie VSTS (aka Azure DevOps) account to Azure Subscription","azure-devops"
"54058042","1","2019-01-06 02:06:39","3","14744","1","0","","","54058485","What should be the .gitlab-ci.yml file that activates Gitlab to build a project and run tests?","gitlab-ci"
"54058970","1","2019-01-06 05:44:18","0","618","1","0","","","54069505","How to release and publish downloadable binaries?","azure-devops"
"54061024","1","2019-01-06 11:25:37","0","205","1","0","","","","finding tag name when doing git checkout -f","jenkins"
"54063516","1","2019-01-06 16:23:10","2","1640","1","0","","","54069194","Multibranch job scan fails to discover remote GitHub repo tags","jenkins"
"54064356","1","2019-01-06 17:56:17","1","266","1","0","","","","fetching details from jenkins workspace to build another step in the same jenkins job","jenkins"
"54064855","1","2019-01-06 18:58:39","0","1848","0","4","","","","code coverage not shown on the Summary tab in azure devops","azure-devops"
"54064919","1","2019-01-06 19:06:45","1","912","0","2","","","","Jenkins on Linux Server Behind VPN Not Connecting to GitHub Webhook","jenkins"
"54065909","1","2019-01-06 21:01:18","0","808","1","0","","","","Jenkins slave is not accessing chrome in GUI","jenkins"
"54066546","1","2019-01-06 22:31:57","1","1935","1","0","","","54066577","How to edit yaml path for azure devops build pipeline?","azure-devops"
"54070274","1","2019-01-07 07:39:29","1","135","0","0","","","","zookeeper node gets deleted after system reboot","jenkins"
"54070641","1","2019-01-07 08:12:12","0","99","1","0","","","","How to get linked workitem by the build for stakeholders","azure-devops"
"54071522","1","2019-01-07 09:21:08","1","58","0","1","","","","Proxy issue with Fabric Beta Publisher and Jenkins in android app","jenkins"
"54072024","1","2019-01-07 09:54:33","2","278","0","1","","","","private requirements installation in jenkins","jenkins"
"54072351","1","2019-01-07 10:14:24","0","1142","1","0","","","","Jenkins ssh: Recover deleted ssh known host or recreate it?","jenkins"
"54072503","1","2019-01-07 10:24:41","3","1092","3","0","","","54072983","Junit test fail on maven clean install - load a file in test resources folder","jenkins"
"54073123","1","2019-01-07 11:02:59","1","148","1","4","","","","Strange behavior when parsing result from curl + awk","jenkins"
"54073564","1","2019-01-07 11:30:35","11","11463","1","1","","","54074032","Using GitFlow in Azure DevOps (Does it mean multiple pipelines?)","azure-devops"
"54074433","1","2019-01-07 12:25:55","34","53901","1","0","","","54077634","Gitlab CI - Specifying stages in before_script","gitlab-ci"
"54074609","1","2019-01-07 12:38:42","0","286","0","7","","","","Jenkins CI/CD process to build docker image and more based on git commit ID","jenkins"
"54074765","1","2019-01-07 12:48:41","0","653","0","3","","","","how to change variable value in jenkins pipeline stage?","jenkins"
"54075496","1","2019-01-07 13:38:58","2","1480","1","0","","","54075646","pm2: command not found if used in jenkins","jenkins"
"54075715","1","2019-01-07 13:52:30","0","250","0","2","","","","Is there any way of specifying machine specific configuration when using deployment groups is azure devops?","azure-devops"
"54076062","1","2019-01-07 14:16:37","1","885","2","0","","","54095198","Connection refused when running October artisan command with docker exec in Jenkins","jenkins"
"54076454","1","2019-01-07 14:39:14","0","1265","1","5","","","","How to execute a windows batch command in Jenkins that is not killed?","jenkins"
"54077205","1","2019-01-07 15:27:13","4","1209","1","0","","","","Jenkins Server with local docker","jenkins"
"54077682","1","2019-01-07 15:57:34","2","4263","2","0","","","54117509","Receiving ""nonexistent directory"" error in Jenkins pipeline using Docker agent","jenkins"
"54077977","1","2019-01-07 16:16:04","1","300","1","0","","","","Azure Pipeline - Importing Taskgroup via json always creates a new one instead of changing the existing","azure-devops"
"54078199","1","2019-01-07 16:29:28","1","3875","1","0","","","56339023","Running SonarQube Scanner on a Jenkins remote slave","jenkins"
"54079335","1","2019-01-07 17:49:26","5","5260","2","0","","","57490346","Azure devops pipeline get work items between builds","azure-devops"
"54080210","1","2019-01-07 18:58:04","-1","1500","1","4","","","","VSTS Rest API fails from Azure logic app but succeeds from Postman","azure-devops"
"54080691","1","2019-01-07 19:34:50","0","1827","1","0","","","54090204","How to define pipeline stage once and using it multiple times","jenkins"
"54081060","1","2019-01-07 20:06:11","0","440","2","3","","","","Jenkins Trigger builds remotely","jenkins"
"54081622","1","2019-01-07 20:45:31","2","408","1","0","","","54082390","Building docker image in GitLabCI pipeline","gitlab-ci"
"54081901","1","2019-01-07 21:05:35","1","741","0","6","","","","git push error: error: src refspec <branch_name> does not match any","azure-devops"
"54082524","1","2019-01-07 22:03:08","3","1256","2","0","","","54085139","Calling Azure DevOps REST API in a daemon app or long-running task","azure-devops"
"54084388","1","2019-01-08 02:09:26","1","2260","1","0","","","54087306","Change agent enabled/disabled status in Azure Devops using REST API","azure-devops"
"54085723","1","2019-01-08 05:33:06","4","1719","2","0","","","54091438","Jenkins: fastlane fails in cocoapods","jenkins"
"54086820","1","2019-01-08 07:10:07","0","2377","1","0","","","","How to send custom url from jenkins to email?","jenkins"
"54086895","1","2019-01-08 07:16:42","0","42","0","4","","","","How to pass Ant target names in the jenkins email report?","jenkins"
"54087590","1","2019-01-08 08:09:51","5","1461","2","2","","","","How to add postgis extension to postgresql database in gitlab-ci.yml","gitlab-ci"
"54087737","1","2019-01-08 08:20:27","4","208","2","0","","","","Is it possible to copy files before and after some command execution from installer to user's machine in Advanced Installer?","jenkins"
"54088537","1","2019-01-08 09:12:46","8","12832","1","0","","","54088813","mask exit 1 on gitlab ci script function failure","gitlab-ci"
"54088986","1","2019-01-08 09:40:44","0","33","1","0","","","","pytest called from python code to TravisCI","travis-ci"
"54089960","1","2019-01-08 10:35:06","0","1491","1","0","","","","curl command is not getting executed from jenkins","jenkins"
"54090786","1","2019-01-08 11:23:32","2","566","1","0","","","","Jenkins pipeline from SCM -> always complete rebuild","jenkins"
"54090819","1","2019-01-08 11:25:21","4","1716","2","3","","","54237283","How to change Jenkins build status if failed scenarios were successfully reruned","jenkins"
"54091193","1","2019-01-08 11:47:56","1","884","1","0","","","54215718","Jenkins ECSCloud","jenkins"
"54091325","1","2019-01-08 11:56:03","1","1200","0","0","","","","java.util.concurrent.ExecutionException: com.android.builder.internal.aapt.v2.Aapt2Exception: Android resource compilation failed - Jenkins","jenkins"
"54091383","1","2019-01-08 11:59:20","2","11029","2","0","","","","How do I set up postgres database in Jenkins pipeline?","jenkins"
"54092506","1","2019-01-08 13:07:12","-2","40","1","0","","","","How Selenium script execution happens inside a company?","jenkins"
"54092968","1","2019-01-08 13:33:16","4","534","1","0","","","54093036","Build pipeline for service fabric app on Azure devops","azure-devops"
"54092997","1","2019-01-08 13:35:03","1","690","0","4","","","","Could not establish secure channel for SSL/TLS with authority ""xxx""","azure-devops"
"54093047","1","2019-01-08 13:37:45","4","1525","1","2","","","56724848","How to set input variables when debugging Azure DevOps custom Tasks in VS Code and TypeScript","azure-devops"
"54094325","1","2019-01-08 14:52:08","0","30","0","3","","","","how to pass 2 results from jenkins script in 2 different variables","jenkins"
"54094395","1","2019-01-08 14:56:17","1","1126","2","0","","","54105583","Is there a way to use tf.exe to set git permissions on multiple repositories in Azure Repos?","azure-devops"
"54094548","1","2019-01-08 15:04:03","0","1149","4","4","","","54096887","Setting and using an environment variable in multiple release tasks","azure-devops"
"54095372","1","2019-01-08 15:55:55","1","163","1","0","","","","Is it possible to customize the Backlogs view","azure-devops"
"54095529","1","2019-01-08 16:05:25","0","430","2","0","","","54098402","Circleci passing a docker image in workflow jobs","circleci"
"54095679","1","2019-01-08 16:15:25","2","3957","1","0","","","","How to use Source Code Management in Jenkins Pipeline","jenkins"
"54096688","1","2019-01-08 17:17:29","0","481","0","2","","","","Converting Jenkins Project to Pipeline and unable to run ant build get 'cmd' is not recognized","jenkins"
"54097217","1","2019-01-08 17:57:25","1","8367","2","0","","","54105246","Removing Agent from Pool in Azure DevOps","azure-devops"
"54097372","1","2019-01-08 18:07:47","3","955","1","1","","","54097540","How to Avoid Needless Merges with Visual Studio Git","azure-devops"
"54098935","1","2019-01-08 20:01:47","4","7268","3","0","","","65128909","Return Value from powershell to pipeline inside pipeline","jenkins"
"54099579","1","2019-01-08 20:57:30","3","1679","1","0","","","","Fetching private repo using go mod in circle ci","circleci"
"54099640","1","2019-01-08 21:02:12","1","1273","1","0","","","","Can we restrict the usage of credential in Jenkins to some users only?","jenkins"
"54099744","1","2019-01-08 21:08:20","0","1452","2","8","","","54100212","Bad Request error while trying to create a work item in VSTS using Powershell","azure-devops"
"54100188","1","2019-01-08 21:45:29","1","4260","2","0","","","54118179","how to fix ERROR_DESTINATION_NOT_REACHABLE error in azure web app deployment using VSTS","azure-devops"
"54100669","1","2019-01-08 22:30:23","9","5710","2","1","","","","Jenkins forces to increase Max connections to Kubernetes API","jenkins"
"54101148","1","2019-01-08 23:22:35","5","7801","1","0","","","","Jenkins hudson.TcpSlaveAgentListener$ConnectionHandler run Connection Failed","jenkins"
"54102693","1","2019-01-09 03:02:47","10","22173","3","1","","","54104764","DevOps - Disabling stages in a release pipeline","azure-devops"
"54103174","1","2019-01-09 04:18:49","1","392","1","0","","","54103327","Can I install Azure Devops Build Agent on Azure Virtual Machine?","azure-devops"
"54103843","1","2019-01-09 05:39:27","1","2048","1","0","","","54107695","gitlab kaniko - No matching credentials were found, falling back on anonymous","gitlab-ci"
"54104158","1","2019-01-09 06:11:07","3","837","1","0","","","54105510","Localization of custom Azure Pipelines build tasks","azure-devops"
"54105119","1","2019-01-09 07:29:28","0","471","2","0","","","","Put every configs in a single repo or each repo shoud have their own configs","gitlab-ci"
"54105472","1","2019-01-09 07:56:53","4","1557","0","1","","","","Jenkins JUnit Plugin empty tests file not failing","jenkins"
"54105702","1","2019-01-09 08:13:23","0","1373","1","1","","","","Declarative Jenkins + build in Docker + publish using Expo == connection refused","jenkins"
"54106415","1","2019-01-09 09:02:19","-4","12773","1","0","","","","azure devops pipeline script is giving bash error","azure-devops"
"54107733","1","2019-01-09 10:14:07","2","2606","1","1","","","","Read Config file in jenkins groovy script for build parameters","jenkins"
"54107786","1","2019-01-09 10:17:21","0","41","1","0","","","","Wrong extensionTestsPath on Travis CI only","travis-ci"
"54108045","1","2019-01-09 10:30:21","2","3994","1","1","","","","How to create methods for steps in Jenkins Declarative pipeline?","jenkins"
"54108576","1","2019-01-09 10:58:16","-1","1451","2","0","","","","Install Jenkins on Ubuntu 18.04.4. Jenkins didn´t start","jenkins"
"54109346","1","2019-01-09 11:43:22","4","32649","1","0","","","","How to send email with attachment in jenkinsfile (Groovy Script)?","jenkins"
"54109714","1","2019-01-09 12:02:44","-1","66","1","0","","","","What is the best practice to handle gazette holidays, leaves & Idle time in devops","azure-devops"
"54110645","1","2019-01-09 12:54:42","1","152","1","0","","","54125256","Continuous Deployment of .net core using Jenkins","jenkins"
"54111620","1","2019-01-09 13:47:47","0","1012","1","0","","","","Execution failed for task ':app:mergeDebugResources'. > java.util.concurrent.ExecutionException: com.android.builder.internal.aapt.v2.Aapt2Exception:","jenkins"
"54111750","1","2019-01-09 13:54:07","5","517","2","0","","","54141024","Creating configuration pane for Azure DevOps extension","azure-devops"
"54111788","1","2019-01-09 13:56:18","4","660","0","4","","","","No results found to publish. Unit tests in Azure DevOps build","azure-devops"
"54111932","1","2019-01-09 14:03:18","4","5955","1","2","","","54112986","How to exclude one branch in Azure DevOps build pipeline","azure-devops"
"54112493","1","2019-01-09 14:36:27","0","4023","2","7","","","","PowerShell command to trigger Jenkins job throws Authentication error","jenkins"
"54112570","1","2019-01-09 14:40:38","1","105","1","1","","","54145403","Jenkins not detecting Mercurial repository","jenkins"
"54113145","1","2019-01-09 15:12:18","0","2015","1","0","","","","A Groovy script that wraps pipeline","jenkins"
"54113229","1","2019-01-09 15:17:46","2","901","1","16","","","","Invoke-SqlCmd for migrations script fails on columns that will be introduced","azure-devops"
"54113867","1","2019-01-09 15:55:50","2","48","0","0","","","","What settings do i need to use to make sure my unit-tests get run automatically by Jenkins?","jenkins"
"54113973","1","2019-01-09 16:00:37","0","558","1","0","","","","Pre-deployment conditions : deploy into prod if one the test deployment is success","azure-devops"
"54115659","1","2019-01-09 17:42:15","0","55","0","2","","","","Jenkins, AWS. EC2 slave","jenkins"
