id,post_id,source,sentence,AS1,EH1,EH2,EH3,EH4,EH5,EH6,EH7,EH8,EH9,FI1,II1,IN1,LE1,LE2,LE3,MI1,OR1,OR2,OR3,OR4,OR5,OR6,OR7
1,57509118,body,-BLOCK-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57509118,body,Judging by this checkout either failed or I am in a wrong folder?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,57639507,title,How to access a service in Github Actions CI/CD?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,57639507,body,I'm trying to set up a CI/CD pipeline in GitHub Actions for my Elixir project.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"I can fetch dependencies, compile them, check formatting, credo...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"But when the tests starts, I'm not able to reach the PostgreSQL service declared on the YAML.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,How can I link both containers?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,57639507,body,(Elixir and PostgreSQL).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"According to the logs shown on GitHub Actions, both containers are on the same Docker network, so they should be reachable from each other using their network aliases.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"However, when I try to connect to the postgres one, it says NXDOMAIN.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"Also the ping doesn't work, as expected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,The content of my workflow: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"Also, on Elixir I have set up the test task to connect to -CODE-, but it says the host does not exist.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"According to some tutorials and examples I found on the Internet, this configurations looks like valid, but nothing I could do made it work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,title,GitHub Actions - How to build project in sub-directory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,57806624,body,I'm using GitHub Actions to build my project but my Dart project is in a sub-directory in the repository.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,body,The Action script can't find my -CODE- and get the dependencies.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,body,How can I point my GitHub Action to look for the source code in a sub-directory within my repository?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,57806624,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,body,This is the error I am getting: -CODE-.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,body,This is the -CODE- file auto-generated by GitHub.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57806624,body,-LINK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,57808152,title,How to build Flutter in GitHub Actions CI/CD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,57808152,body,I'm trying out GitHub Actions to build my Flutter app but I don't know which container image to choose from.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,57808152,body,Is there a trusted container image that I can use for Flutter?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,57808152,body,What are the adjustments I need to make so that the Flutter SDK is available during my build step?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,57808152,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,57808152,body,I adapted the -CODE- file generated by GitHub Actions to look like this: -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,title,How to push nuget package in GitHub actions,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,57889719,body,I am trying to use GitHub actions to generate a NuGet package from my project and push it to the (private) GitHub registry.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,body,My script ([NAME] fields redacted): -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,body,Log output: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,body,This is the coresponding GitHub issue (with a workaround option): -LINK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,title,Github Actions Error; cannot see git diff to Master,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,I am trying to find a way to lint only markdown files that have changed on the current branch.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,"I wrote a bash script that runs fine locally, but breaks in Github Actions.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,Expected Outcome: lint only markdown files that have been changed on the branch in GitHub Actions on pull-request.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,I call the script in package.json.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,I then call the bash script in GitHub Actions workflow: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,This is the Error in GitHub Actions: -CODE-.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58630097,body,Is there a way to make GitHub actions run the linter only on the files that changed on the current branch?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,58643905,title,How AWS Credentials works at GitHub Actions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,58643905,body,"At my unit tests, I'm using -CODE- to test the SES, which needs some credentials, we are facing a problem to access the secrets with GitHub Actions.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58643905,body,At beginning I was trying to set the values to -CODE- using the run command from github workflows: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58643905,body,Originally my test file: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58643905,body,"I tried to use another way to get credentials at my tests like, and also doesn't work: -CODE-.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58643905,body,"Finally I tried to create an Action customized (using actions js library like: @actions/core, @actions/io, @actions/exec), to get the AWS env values and set it at -CODE-, but also doesn't work as expected.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58643905,body,"One way that worked was exposing AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY (without use GitHub Actions secrets, not ideal, for security purposes).",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,58643905,body,Someone has any ideas how AWS credentials could work at GitHub Actions with secrets ?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,58643905,body,Thanks a lot for your attention.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,title,Docker GitHub actions with parameters on build step,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,I am looking if it's possible to build a docker container from a Dockerfile with args.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,58933795,body,"The purpose is to have a dynamic ""FROM"" in the Dockerfile.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,"So in the -CODE-, the -CODE- to be a parameter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,So for a constant given Dockerfile: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,Github actions build the following image: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,Does Github Actions allow environment params or arg params on that build step?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,58933795,body,"The goal is the Action consumer to use a different docker container tag, if he desires.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,title,Automate flutter workflow using github actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,I have a flutter project and am trying to automate using github actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,I want to create the apk as soon as I create a new tag and save the apk to it.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,Can someone help me?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,"I can build it, but I can't download the artifact.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,-LINK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,59060710,title,How to use base images on Github Actions build script?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,59060710,body,"Creating pipeline for GitHub Actions, which is a great feature.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,59060710,body,A few questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,59060710,body,1) Which images are available for use in the build?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,59060710,body,Can I use one of my public Docker Hub images as a base image so that I can spare myself installing the linux dependencies and gems?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,59060710,body,2) How can I configure MongoDB as a service?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,59060710,body,Is there an image available for that?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,59060710,body,main.yaml below: -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,title,GitHub Actions: Run golint on wihdows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,I want to run golint on windows in GitHub Actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,But I met this error: -CODE-.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,What do I do next?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,This is my -CODE- below.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,This works well on Ubuntu and Mac.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,This is the minimal repository: -LINK-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,59236611,body,This is the pull request: -LINK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,59240304,title,How to install msi package in the github-actions step on windows?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,59240304,body,I'd like to create basic github-actions job on windows that installs k6 (-LINK-) as -CODE- package downloaded from -CODE-.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,59240304,body,-CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,title,switch environment variable in github actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,I use github actions for integration tests.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,"The problem is, that the tests should not run on multiple instances with the same configuration in parallel (the test would fail).",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,"But, it can be run once with let's say configuration 1 and once with configuration 2 in parallel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,"As -LINK- describes, it is not possible to secure that a workflow does not run in parallel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,"Is there any way to switch configurations, that configuration 1 and configuration 2 alternately?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,59302035,body,"In that case, it would not be that likely that the workflow workflows with the same configuration runs in parallel (I could add more configurations if needed).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,"For example, this could be done by a global and writable (for the workflow) variable that is alternately 1 or 2 and the workflow picks that configuration.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,59302035,body,Example workflow(the secret -CODE- should be switched): -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,title,How to use Github Actions with Azure Devops Pipelines,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,59474920,body,I am trying to run an azure devops pipeline kicked off by github actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,The started example from -LINK- is this: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,I am structuring mine akin to this: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,"I have the proper secrets defined, and this is in my git as -CODE- under the workflows folder, and I have set the proper pipeline name and project url.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,How can I improve this so that it is functional?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,title,GitHub Actions push changes to remote/origin on windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,"I want to automate my build process using GitHub Actions, this process has the following steps: checkout.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,build.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,pack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,tag.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,increment version.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,commit changes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,push tags and new commits.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,push package to a repo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,I created this main.yml for GitHub Actions: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,"I tried to use actions provided by the marketplace, but sadly I have to build this application on a windows machine.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,Most of the acions exit with the following error message: -CODE-.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,"The other doesn't work as well, that's why I tried to use the -CODE- option.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,Unfortunately pushing using this way does work neither.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,I get this output: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,(I have to cancle the task manually.).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,"I think I have to provide the -CODE- to the push command, but I only find a way to use a basic auth, but all guides (general guides) I have found using this token as bearer token.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59566458,body,How do I push changes back to origin/remote in a GitHub Actions on windows?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,59759353,title,Github Actions for Xcode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,I am trying to get Github Actions to work with my Xcode project but it won't.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,Here's my file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,Further info: This is the final version of the file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,"In most of my attempts, it complained about not finding my .xcworkspace.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,"This file resides in a specific feature branch, not on the master or a parent branch.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,I am not sure if this is relavent.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,The xcodebuild command works fine locally.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,"Normally when I clone the repo on my Mac, the path is ""where ever I choose/myapp-ios"" and -CODE- is the root directory where all my files including MyApp.xcworkspace are.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,"When I tried doing ""pwd"" in the action, it printed a weird path (I am assuming it's due to the action running in a virtual machine) however the path ended as follows ""weird path/myapp-ios/myapp-ios"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,I tried doing -CODE- in the action file but that didn't work either.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,I tried doing -CODE- in the action file but I got an error indicating that it's not a git repository (I am guessing it means that it is not initialized).,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,I tried doing -CODE- in the action file but it gave me bin/bash in the output instead of listing the files.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,"At this point I am not sure if the branch is wrong or if the path is wrong but in a test project, things worked smoothly by just specify the working directory and the action file was pretty much the same.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,"It's worth noting that in the test project, cloning the project put all the files in another folder in the root directory, unlike this project.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,59759353,body,That's why I have omitted the working directory command from the file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,title,How to push subtree from git repo to Heroku using Github Actions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,60157702,body,I tried to push the subtree as a part of my Github repo that includes a frontend and a backend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,I am pushing the frontend folder or the backend folder using Github Actions to Heroku using this command : -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,And it gave this error.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,git push using:  heroku master.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,heroku: Press any key to open up the browser to login or q to exit: 1/1 (0) [0].,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,fatal: 'heroku' does not appear to be a git repository.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,fatal: Could not read from remote repository.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,Please make sure you have the correct access rights.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,and the repository exists.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,60157702,body,[error]Process completed with exit code 128.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60176044,title,How do I use an env file with GitHub Actions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,60176044,body,"I have multiple environments (dev, qa, prod) and I'm using .env files to store secrets etc...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60176044,body,"Now I'm switching to GitHub Actions, and I want to use my .env files and declare them into the -CODE- section of the github actions yml.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,60176044,body,"But from what I've seen so far, it seems that I can not set a file path and I have to manually re-declare all variables.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60176044,body,How should I proceed as best practice?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,title,Configuring codecov token in GitHub Actions .yaml for an R package,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,body,"I'm trying to set up codecov monitoring for a public R package, where GitHub Actions will run -CODE-.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,body,I'm looking at this .yaml example (-LINK-): -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,body,Is it safe for me to put my codecov token in the .yaml file in place of where the above example has -CODE-?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,60349533,title,"Running Angular e2e tests using GitHub Actions throws ""DevToolsActivePort file doesn't exist"" error",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
