id,post_id,source,sentence,AS1,EH1,EH2,EH3,EH4,EH5,EH6,EH7,EH8,EH9,FI1,II1,IN1,LE1,LE2,LE3,MI1,OR1,OR2,OR3,OR4,OR5,OR6,OR7
2,57639507,body,(Elixir and PostgreSQL).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"According to the logs shown on GitHub Actions, both containers are on the same Docker network, so they should be reachable from each other using their network aliases.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"However, when I try to connect to the postgres one, it says NXDOMAIN.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"Also the ping doesn't work, as expected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,The content of my workflow: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"Also, on Elixir I have set up the test task to connect to -CODE-, but it says the host does not exist.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57639507,body,"According to some tutorials and examples I found on the Internet, this configurations looks like valid, but nothing I could do made it work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,57808152,title,How to build Flutter in GitHub Actions CI/CD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,57808152,body,I'm trying out GitHub Actions to build my Flutter app but I don't know which container image to choose from.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,57808152,body,Is there a trusted container image that I can use for Flutter?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,57808152,body,What are the adjustments I need to make so that the Flutter SDK is available during my build step?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,57808152,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,57808152,body,I adapted the -CODE- file generated by GitHub Actions to look like this: -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,title,How to push nuget package in GitHub actions,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,57889719,body,I am trying to use GitHub actions to generate a NuGet package from my project and push it to the (private) GitHub registry.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,body,My script ([NAME] fields redacted): -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,body,Log output: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57889719,body,This is the coresponding GitHub issue (with a workaround option): -LINK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,title,Docker GitHub actions with parameters on build step,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,I am looking if it's possible to build a docker container from a Dockerfile with args.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,58933795,body,"The purpose is to have a dynamic ""FROM"" in the Dockerfile.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,"So in the -CODE-, the -CODE- to be a parameter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,So for a constant given Dockerfile: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,Github actions build the following image: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58933795,body,Does Github Actions allow environment params or arg params on that build step?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,58933795,body,"The goal is the Action consumer to use a different docker container tag, if he desires.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,title,Automate flutter workflow using github actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,I have a flutter project and am trying to automate using github actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,I want to create the apk as soon as I create a new tag and save the apk to it.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,Can someone help me?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,"I can build it, but I can't download the artifact.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,58975112,body,-LINK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,59060710,title,How to use base images on Github Actions build script?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,59060710,body,"Creating pipeline for GitHub Actions, which is a great feature.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,59060710,body,A few questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,59060710,body,1) Which images are available for use in the build?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,59060710,body,Can I use one of my public Docker Hub images as a base image so that I can spare myself installing the linux dependencies and gems?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,59060710,body,2) How can I configure MongoDB as a service?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,59060710,body,Is there an image available for that?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,59060710,body,main.yaml below: -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,59240304,title,How to install msi package in the github-actions step on windows?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,59240304,body,I'd like to create basic github-actions job on windows that installs k6 (-LINK-) as -CODE- package downloaded from -CODE-.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,59240304,body,-CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,title,How to use Github Actions with Azure Devops Pipelines,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,59474920,body,I am trying to run an azure devops pipeline kicked off by github actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,The started example from -LINK- is this: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,I am structuring mine akin to this: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,"I have the proper secrets defined, and this is in my git as -CODE- under the workflows folder, and I have set the proper pipeline name and project url.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59474920,body,How can I improve this so that it is functional?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60176044,title,How do I use an env file with GitHub Actions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,60176044,body,"I have multiple environments (dev, qa, prod) and I'm using .env files to store secrets etc...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60176044,body,"Now I'm switching to GitHub Actions, and I want to use my .env files and declare them into the -CODE- section of the github actions yml.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,60176044,body,"But from what I've seen so far, it seems that I can not set a file path and I have to manually re-declare all variables.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60176044,body,How should I proceed as best practice?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,title,Configuring codecov token in GitHub Actions .yaml for an R package,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,body,"I'm trying to set up codecov monitoring for a public R package, where GitHub Actions will run -CODE-.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,body,I'm looking at this .yaml example (-LINK-): -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,60303168,body,Is it safe for me to put my codecov token in the .yaml file in place of where the above example has -CODE-?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,60521929,title,Change variables in appsettings when deploying with github actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,60521929,body,I am trying to deploy an app with github actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,60521929,body,I linked my azure account to my github repository and the following actions has been created: -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,60521929,body,"I have some variables in my appsettings.json file that I want to overwrite, but I don't find how to do it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,title,Android CI/CD with Github Actions and Fastlane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,I am using fastlane to automate my deployments to the play store.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,Here is a alpha lane as an example.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,I want to automate this deployment with Github actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,"Whenever a commit to -CODE- occurs, run -CODE-.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,"The issue I am running into, however, is versioning.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,I need to bump the -CODE- in my -CODE- file.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,I have been doing this manually before running -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,"I want to remove the need to bump this value manually before I commit, how can I achieve this?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,I have seen -LINK- fastlane plugin to increment the version code.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,"If I, for example, commit once while the versionCode is at 1, then my workflow will automatically increment the -CODE- to 2.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,"When I commit again, the -CODE- will still be 1, and Github will bump it to 2.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,"However, the play store needs -CODE- 3.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,The ideal solution is to have Github query from the Google Play Store the current -CODE- of my app and supply that -CODE- to fastlane.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60768178,body,I have searched for a way to do this but cannot find a solution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,61048334,title,How to add privileges to the nt authority\network service account for GitHub Actions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,61048334,body,GitHub Actions self-hosted runners run under the -CODE- account.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,61048334,body,According to -LINK-: -BLOCK-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,61048334,body,I am trying to use a GitHub Actions self-hosted runner to deploy an app to my server.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,61048334,body,To do this I need to access -CODE- which currently gives -CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,61048334,body,How can I give privileges to -CODE- so that it is able to access -CODE-?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,61188927,title,How to create self updating Node.js application with GitHub Actions,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,61188927,body,"I have Node.js service running on different computers and need to make this service self-updating, with opportunity to schedule different time for update for each computer.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,61188927,body,"I tried to use GitHub Actions, it has -CODE- option for triggering, but the time that I can set here is constant.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,61188927,body,Is it possible to change this time dynamically?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,61188927,body,"If you know some tools for self-updating Node.js application, please recommend them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,61188927,body,Thanks for help.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,61268184,title,How can I add a secret in GitHub Actions using my terminal?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,61268184,body,I know I can -LINK-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,61268184,body,I also know it's possible to use the new -LINK-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,61268184,body,"What I need is a simple way to -CODE- secrets in my GitHub repository, using my terminal only.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,61268184,body,"By using a CLI, it will ease my day-to-day work, and also allow me to rotate secrets in my GitHub Actions CI/CD processes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,61268184,body,Is there a CLI or anything like that?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,61289322,title,GitHub Actions Pynsist NSIS YAML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,I am trying to create a GitHub action that will use Pynsist (a python package together with NSIS) to produce a build folder with the setup file my project on my github repository.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,I wondered if anyone has a working example of a YAML script that can be executed using github actions to essentially carry out the following: Installs NSIS onto the GitHub runner machine (not sure if this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,61289322,body,"should be done on GitHub Ubuntu or Windows, or in conjunction with docker).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,Installs python 3.7.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,Installs pynsist and the other python dependencies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,Runs a python script which generates the installer.cfg file and then calls.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,pynsist to execute the installer.cfg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,Additional Extra...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,use 7zip to create a self extracting zip of the NSIS build folder using the following example (-LINK-).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,Any advice much appreciated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,61289322,body,Thanks in advance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,61823476,title,How do I report Checkstyle results as pull-request annotations in Github Actions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,61823476,body,I have a Gradle build that I'm trying to move to Github Actions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,61823476,body,I've found a starter workflow that runs the Gradle build on a commit but I haven't found a way to report the Checkstyle errors as pull-request annotations.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,61823476,body,-LINK-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,61823476,body,Is there an off the self way to report all Checktyle XML warnings and errors as pull-request,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,61863729,title,android unit test coverage report through Github Actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,I execute unit test with github actions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,error message shows like this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,I'm not sure why github actions can't find the path.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,Do I set wrong path?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,61863729,body,./app/build...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61863729,body,is under hoge.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,61919141,title,Read JSON file in Github Actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,61919141,body,I want to read a JSON file and use a property in a string in a Github Actions YAML file.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,61919141,body,How do I do this?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,61919141,body,(I want the version of the -CODE-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,61954361,title,GitHub Actions: How to access to the log of current build via Terminal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,61954361,body,I'm trying to get familiar with Github Actions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,61954361,body,"I have configured my workflow in a way, that every time I push my code to GitHub, the code will automatically be built and pushed to heroku.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,61954361,body,How can I access the build log information in terminal without going to github.com?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,61979870,title,How to write list of string to yaml file in the format of github actions using python,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,61979870,body,"The python -CODE- package (version 5.1.2) is able to load the following file correctly, even though the list is not written with leading -CODE-.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,The loading code is as follows.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,This format is used in github actions config yaml files.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,"For example,.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,"But when I write -CODE- to file using -CODE-, it takes the -CODE- convention, i.e.,.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,Is there a way to force it into the github-actions-like format?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,61979870,body,"I was told about -CODE-, but it doesn't give exactly what I want.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,-CODE-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,61979870,body,The output is -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,title,Deploy code directly to AWS EC2 instance using Github Actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,body,As the title says I am trying to deploy my Laravel-Angular application directly from Github to AWS EC2 instance using Github Actions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,body,In my application there are 3 Angular 8+ projects which are needed to be build before deployment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,body,Where as laravel does not need to be build.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,body,The solutions that are available suggests to use AWS Elastic Beanstalk to deploy code.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,body,"But, if that is to be done how to attach an elastic beanstalk to an existing instance is not clear enough.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62087265,body,Is there a way to deploy code to AWS EC2 without using Elastic Beanstalk?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,62087265,body,Here is my Github Actions build.yml : -CODE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,62167773,title,Who is charged for Github Actions minutes?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,62167773,body,Are GitHub Action minutes deducted from the quota of the repo owner or the user who pushes the commit to github.com?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,62167773,body,I'm working on a free software project that uses a Github Actions workflow to automate a continuous integration pipeline.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,62167773,body,"The repo is tied to my account, but I'm debating whether or not I want to grant push access to it for another developer or if I should have them fork it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,62167773,body,"Github grants a free 2,000 ""minutes"" per month per user (fine print redefines ""2,000 minutes"" to a total of ""200 minutes"" per month for MacOS, but whatever).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,62167773,body,"If another github user pushes commits to my repo that trigger Github Actions, are those minutes subtracted from my quota or that user's quota?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,62167773,body,And how does this work for repos in a github organization?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
