AnswerId,QuestionId,AnswerCreationDate,AnswerScore,AnswerBody,AnswerAuthorId,AnswerAuthorName
"68868105","68812228","2021-08-20 21:12:21","0","<p>Figured it out.</p>
<p>The component was calling &quot;DottedNoteBook&quot; but the file name is &quot;DottedNotebook.vue&quot;. (Different case for the letter &quot;B&quot;.)</p>
<p>I'm not sure why that case issue never came up before or preventing compiling outside of the GitHub Actions, but that was the issue. Thanks, @Tarkan for making me look closer at that.</p>
","523530",""
"69275725","69263214","2021-09-21 21:25:21","1","<p>It was difficult to resolve, but you have to specify a <code>port</code> as well as a <code>host</code> in the <code>firebase.json</code> file.</p>
<pre><code>{
  &quot;emulators&quot;: {
    &quot;auth&quot;: {
      &quot;port&quot;: 9099,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;functions&quot;: {
      &quot;port&quot;: 5001,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;firestore&quot;: {
      &quot;port&quot;: 8080,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;database&quot;: {
      &quot;port&quot;: 9000,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;hosting&quot;: {
      &quot;port&quot;: 5000,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;pubsub&quot;: {
      &quot;port&quot;: 8085,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;storage&quot;: {
      &quot;port&quot;: 9199,
      &quot;host&quot;: &quot;localhost&quot;
    },
    &quot;ui&quot;: {
      &quot;enabled&quot;: true
    }
  }
}
</code></pre>
","7655295",""
"78377843","69385940","2024-04-24 10:49:39","0","<p>It fails because there is no postgres instance running on the CI runner. So when your app tries to reach it at <code>postgresql://test:testing@localhost:5432/test</code> it cannot find it. Also, it is bad idea to try to connect the prod (or any environment) db in the outside world to the runner. An alternative is to use <a href=""https://pypi.org/project/testing.postgresql/"" rel=""nofollow noreferrer""><code>testing.postgresql</code></a>. This creates a database in a temp dir. But for this you might need <code>libpq-dev</code> and <code>gcc</code> to be installed in the runner, either via your app's docker image or in the CI yml file.</p>
","4260095",""
"69466751","69465391","2021-10-06 13:32:26","0","<p>Try the following:</p>
<pre><code>cat ~/.ssh/id_rsa.pub
</code></pre>
<p>and copy the public key to</p>
<pre><code>nano ~/.ssh/authorized_keys
chmod 600 ~/.ssh/authorized_keys
chmod 600 ~/.ssh/id_rsa
</code></pre>
","10868301",""
"70250915","70244456","2021-12-06 19:29:40","2","<p>Ok, that was unexpected. First I stumbled upon a hint to change the input and output encoding of the PowerShell console:</p>
<pre><code>[console]::InputEncoding = [console]::OutputEncoding = New-Object System.Text.UTF8Encoding
</code></pre>
<p>And that revealed a new problem, namely that <code>gitversion.exe</code> wasn't a valid windows executable. It turned out to be the LFS pointer file.</p>
<pre><code>ResourceUnavailable: D:\a\azure-pipelines-pre-and-post-tasks\azure-pipelines-pre-and-post-tasks\build.ps1:179
Line |
 179 |  $versionInfo = &amp; .\gitversion.exe | ConvertFrom-Json
     |  ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     | Program 'gitversion.exe' failed to run: An error occurred trying to start process
     | 'D:\a\azure-pipelines-pre-and-post-tasks\azure-pipelines-pre-and-post-tasks\gitversion.exe' with
     | working directory 'D:\a\azure-pipelines-pre-and-post-tasks\azure-pipelines-pre-and-post-tasks'. The
     | specified executable is not a valid application for this OS platform.
</code></pre>
<p>I had forgotten to add:</p>
<pre><code>with:
  lfs: true
</code></pre>
<p>To my checkout task:</p>
<pre><code>steps:
- uses: actions/checkout@v2
  with:
    lfs: true
</code></pre>
<p>Whatever error was thrown by the operating system caused the error in the title of this post. But the real issue was the actual executable was missing.</p>
","736079",""
"74667171","70734715","2022-12-03 13:25:47","0","<p>Please try it</p>
<pre><code># Vue 2
npm install --save-dev @vue/vue2-jest@28 # (use the appropriate version)

yarn add @vue/vue2-jest@28 --dev



# Vue 3
npm install --save-dev @vue/vue3-jest@28 # (use the appropriate version)

yarn add @vue/vue3-jest@28 --dev
</code></pre>
","9353539",""
"70775420","70758763","2022-01-19 17:48:32","0","<p>Turns out that in my view class I had something like this:</p>
<pre><code>public class MyView extends JFrame{
    private CardLayout layout;
    private JPanel myPane;
        
    public MyView() {
        setResizable(false);
        setTitle(&quot;View&quot;);
        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
        setBounds(100, 100, 450, 300);

        layout = new CardLayout();
        getContentPane().setLayout(layout);
        myPane = new JPanel();
        getContentPane().add(myPane, &quot;pane&quot;);

        layout.show(getContentPane(), &quot;layout&quot;);
        pack();
        setLocationRelativeTo(null);    
    }
}
</code></pre>
<p>Removing the last three lines fixed it for me. I suppose that they were interfering with <code>xvfb</code>. Also it seems that they add no value to the code itself and it is safe to remove them.</p>
","14774959",""
"72394059","72367855","2022-05-26 15:12:40","2","<p>In the traceback you have <code>getenv('IMAP')</code> but the environment variable is not defined in your workflow.</p>
<p>Hope that helps.</p>
","7087644",""
"72506647","72493761","2022-06-05 10:40:34","0","<p>Can you please run this command on your local machine to see the build failure:</p>
<pre class=""lang-bash prettyprint-override""><code>npm build
</code></pre>
<p>Your application build is failing and you might not be able to get the error because you are running the app in development mode, not the production mode.</p>
<p>Coming to your React error, it is because you need to wrap <code>routes</code> (<code>Routes</code> / <code>useRoutes</code>) inside a <code>Router</code> element.</p>
<p>This is what you can put for your entry-point:</p>
<pre><code>import ReactDOM from 'react-dom';
import { BrowserRouter } from 'react-router-dom';


ReactDOM.render(
  &lt;BrowserRouter&gt;
    &lt;App /&gt;
  &lt;/BrowserRouter&gt;,
  document.getElementById('root'),
);
</code></pre>
","10527823",""
"75561349","72819996","2023-02-24 21:02:33","0","<p>I would try and add it to your <code>dependencies</code> instead of <code>devDependencies.</code> I have found that doing that will sometimes solve the issue of missing packages during ci/cd builds.</p>
","12658653",""
"72994654","72994320","2022-07-15 13:19:31","0","<p>Not an answer but a fragment to try. My <code>Github</code> action runner for <code>ubuntu-latest</code> looks as follows (you probably want to replace the <code>install</code> target in <code>CMake</code> build command with <code>all</code>.</p>
<pre><code>jobs:
  ubuntu-build:
    name: Ubuntu Build
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v2
      - name: Checkout submodules
        run: git submodule update --init --recursive
      - name: Create build directory and run CMake
        run: |
          sudo apt-get -y update
          sudo apt-get -y install libboost-dev
          cmake -S . -B cmake_build_dir -G &quot;Unix Makefiles&quot; -DCMAKE_BUILD_TYPE=Release -DCMAKE_INSTALL_PREFIX=cmake_install_dir
      - name: Build project
        run: cmake --build cmake_build_dir --target install --config Release -- -j4
      - name: Run tests
        run:  ctest -C Release -VV
        working-directory: cmake_build_dir
      - name: Create Artifacts
        uses: actions/upload-artifact@v1
        with:
          name: Ubuntu-Artifacts
          path: cmake_install_dir/
        if: always()
</code></pre>
","5251059",""
"72994790","72994320","2022-07-15 13:29:29","2","<p>github.com will give you a fresh runner for every job.</p>
<p>See here <a href=""https://docs.github.com/en/actions/using-github-hosted-runners/about-github-hosted-runners#using-a-github-hosted-runner"" rel=""nofollow noreferrer"">https://docs.github.com/en/actions/using-github-hosted-runners/about-github-hosted-runners#using-a-github-hosted-runner</a> for details.</p>
<p>Thus it is not possible to prepare the machine in one job and use it in a later job.</p>
<p>You should move the installation of the needed packages inside your build job.</p>
<p>In case you need to exchange artifacts, like binaries from one job to a later job, you should take a look at the github actions <a href=""https://github.com/actions/upload-artifact"" rel=""nofollow noreferrer"">upload-artifact</a> and <a href=""https://github.com/actions/download-artifact"" rel=""nofollow noreferrer"">download-artifact</a>.</p>
","8281848",""
"73499601","73497571","2022-08-26 10:28:59","2","<p>I haven't understood the cause yet.</p>
<p>My current workaround is to disable the configuration cache on CI builds adding the option <code>--no-configuration-cache</code> to all gradle commands e.g.</p>
<pre><code>./gradlew test --no-configuration-cache
</code></pre>
<p>This overwrites the setting of <code>gradle.properties</code>.</p>
","2011622",""
"77691574","73497571","2023-12-20 12:24:36","0","<p>Same here, config cache is failing in jenkins pipeline, and working fine in local.</p>
<p>See <a href=""https://stackoverflow.com/a/69113397/7466467"">this comment</a>, it helped. It changes the error to a warning, lets it ignore problems in the config cache (only when it fails) and stores it anyway</p>
<p>Console Output:</p>
<pre><code>3 problems were found storing the configuration cache, 1 of which seems unique.
- Task `:app:buildKotlinToolingMetadata` of type `org.jetbrains.kotlin.gradle.tooling.BuildKotlinToolingMetadataTask$FromKotlinExtension`: invocation of 'Task.project' at execution time is unsupported.
....
...

BUILD SUCCESSFUL in 4m 56s
1779 actionable tasks: 715 executed, 1062 from cache, 2 up-to-date
Configuration cache entry stored with 3 problems.
</code></pre>
<p>I will update about it's impact if there is any.</p>
","7466467",""
"73748536","73717018","2022-09-16 17:42:04","1","<p>Have you also unzipped the src.zip from s3?
In the makefile you change into the src directory and zip everything underneath, while in the ci yml, you change into data_compaction and zip the src directory recursively, which includes the src directory. It should work again, when you change the CI command to:</p>
<pre><code>  - name: Create Zip File
    uses: montudor/action-zip@v0.1.0
    with:
      args: sh -c &quot;cd data_compaction/src &amp;&amp; zip -r ../src.zip .&quot;
</code></pre>
","8384047",""
"73822678","73822327","2022-09-23 03:25:37","0","<p>Fixed by using yandex/clickhouse instead of clickhouse/clickhouse</p>
","7628816",""
"75023910","74912797","2023-01-05 20:18:07","3","<p>I'm pretty certain the issue happens on Linux specifically, as on Windows and macOS it's running inside a VM. The reason why it would occur in a &quot;real Linux&quot; machine and not in a VM is because user ids and group ids are shared between the &quot;docker host&quot; and docker containers (see more <a href=""https://medium.com/@mccode/understanding-how-uid-and-gid-work-in-docker-containers-c37a01d01cf"" rel=""nofollow noreferrer"">here</a>)</p>
<p>The GitHub Actions probably has designated permissions for the uids/gids that are contained in the tar.gz and also of the tar.gz itself, while on your local macOS/Windows the dedicated VM for docker doesn't have any &quot;real&quot; user management using Linux.</p>
<p>I had a similar issue when I used Bitbucket's CI which has some weird policies arounds <a href=""https://confluence.atlassian.com/bbkb/build-fails-due-to-error-container-id-cannot-be-mapped-to-host-id-error-1189491384.html"" rel=""nofollow noreferrer"">uids/gids.</a> This is probably a similar case.</p>
","9266051",""
"75720806","75720649","2023-03-13 10:44:22","-3","<pre><code>def write(filename, text):

    with open(filename, 'w') as file:
        file.write(text)

filename = 'example.txt'

text = '12works!'

write(filename, text)
</code></pre>
<p>The text is what you going to write into the file</p>
","21388440",""
"78443337","76259462","2024-05-07 14:46:46","1","<p>Recently, I found out that <a href=""https://github.com/actions/runner-images/issues/1519#issuecomment-683790054"" rel=""nofollow noreferrer"">ping doesn't work in GitHub actions</a> at all because the hosted runner uses a specific type of Azure machine that doesn't allow it by design :(</p>
","9124072",""
"76435762","76424344","2023-06-08 21:21:52","3","<p>Thanks for adding the full details.</p>
<p>I can't say definitively what it is, but some things to try:</p>
<ul>
<li><p>it isn't missing the fixture file, since <code>cy.fixture(&quot;taskList&quot;)</code> would throw a different error.</p>
</li>
<li><p>it might be using a different version of the <code>taskList</code>, but can't see how. Add an <code>expect()</code> to see if the fixture file is correct</p>
<pre class=""lang-js prettyprint-override""><code>cy.fixture(&quot;taskList&quot;).then((taskList) =&gt; {
  expect(taskList[0].task).to.eq('Do the laundry')
</code></pre>
</li>
<li><p>use <code>cy.get(...).should('contain', taskList[0].task)</code> for a better error message - it should tell you what the task texts actually are.</p>
</li>
<li><p>since it's React, try adding a <code>cy.wait(0)</code> after the <code>click()</code>. Sometimes hooks do not complete their event handlers because the Cypress test hogs the Javascript thread, and <code>cy.wait(0)</code> releases the thread so that React hooks can complete the <code>click()</code> action.</p>
</li>
<li><p>instead of increasing the timeout to <code>20_000</code> for the Github run, try <em>decreasing</em> it to say 200 - 500 ms for the <em>local</em> run to see if you can reproduce the error locally</p>
</li>
</ul>
","20771654",""
"76718502","76424344","2023-07-19 06:26:52","0","<p>add
<em><strong>numTestsKeptInMemory: 0</strong></em>
in your cypress.config file</p>
<p>Thanks!</p>
","14504581",""
"76450403","76434747","2023-06-11 12:05:33","1","<p>Ok, so the issue was resolved by removing the usage of <code>pyargs</code> from the pytest command..</p>
","8082027",""
"76573716","76570482","2023-06-28 13:35:11","0","<p>The boilerplate code <a href=""https://create.t3.gg"" rel=""nofollow noreferrer"">create-t3-app</a> I used, ignored <code>next-env.d.ts</code> type declaration file from git which included a lot of types including image types.</p>
<p>This is why <code>tsc --noEmit</code> is working locally but not on GitHub CLI.</p>
<p>I just added this file to the repo and the build is succeeding ✅</p>
","9698583",""
"77395417","77395114","2023-10-31 11:17:29","3","<p>You have a <code>gh-action-test</code> <strong>directory</strong> in which there is a <code>gh-action-test</code> file, that's what the <code>d</code> in <code>dr-xr-xr-x</code> stands for. The <code>ls -l .</code> command shows the <code>gh-action-test</code> directory which is inside the current directory. The <code>ls -l gh-action-test</code> command shows the <code>gh-action-test/gh-action-test</code> file.</p>
<p>If you do <code>ls -ld gh-action-test</code>, you should see the same permissions as in <code>ls -l .</code></p>
","5397009",""
"77446960","77446605","2023-11-08 15:34:04","3","<p>You need to install the dependencies in your action in order for it to work. Adding <code>poetry install</code> after your pip statement is an immediate fix, but there are some further tweaks you should make.</p>
<p>Your project needs to be tweaked for pytest to pick up your tests.
pytest requires that your files be prefixed with <code>test_</code>, and all test classes should start with <code>Test</code>.</p>
<p>You should have poetry manage pytest and pylint as dev dependencies so that they are installed within the venv only when you include them in your github actions (and locally) by running <code>poetry install --with dev</code>:</p>
<pre><code># in pyproject.toml
[tool.poetry.group.dev.dependencies]
pytest = &quot;^7.4.3&quot;
pylint = &quot;^3.0.2&quot;
</code></pre>
<p>You'll also want to include the current directory in your pythonpath for pytest:</p>
<pre><code># in pyproject.toml
[tool.pytest.ini_options]
pythonpath = [
  &quot;.&quot;
]
</code></pre>
<p>You'll also want to add an init-hook for pylint to handle imports correctly while in the venv:</p>
<pre><code>[MASTER]
init-hook='import sys; sys.path.append(&quot;.&quot;)'
# ...
</code></pre>
<p>From there, you can just use poetry to manage both pytest and pylint.</p>
<pre><code># snippet of test.yml
# ...
    - name: Install dependencies
      run: |
        python -m pip install --upgrade pip
        pip install poetry
        poetry install --with dev

    - name: Run tests
      run: poetry run pytest

    - name: Lint
      run: poetry run pylint $(git ls-files '*.py')
</code></pre>
","6106614",""
